# HSM/GeV  HNSM/GeV  HS/GeV  T/GeV
2.878561E-04  1.055085E-04  -3.891726E+01  0.000000E+00
2.889025E-04  1.043319E-04  -3.891594E+01  1.000000E+00
2.831040E-04  1.076833E-04  -3.890692E+01  2.894367E+00
2.867721E-04  1.059328E-04  -3.889754E+01  3.841551E+00
2.950690E-04  1.047157E-04  -3.889041E+01  4.315143E+00
2.867816E-04  1.069957E-04  -3.888180E+01  4.788735E+00
2.895521E-04  1.063820E-04  -3.886383E+01  5.550020E+00
2.965157E-04  1.053560E-04  -3.885432E+01  5.871896E+00
2.833810E-04  1.059014E-04  -3.884458E+01  6.193773E+00
2.888169E-04  1.042270E-04  -3.883376E+01  6.500442E+00
2.882278E-04  1.087347E-04  -3.882180E+01  6.807111E+00
2.848222E-04  1.040464E-04  -3.881048E+01  7.073442E+00
2.935014E-04  1.054211E-04  -3.879854E+01  7.339773E+00
2.869575E-04  1.054604E-04  -3.877479E+01  7.824502E+00
2.859003E-04  1.030520E-04  -3.875261E+01  8.236412E+00
2.839340E-04  1.058836E-04  -3.873980E+01  8.450310E+00
2.900307E-04  1.054131E-04  -3.872695E+01  8.664208E+00
2.941016E-04  1.100123E-04  -3.871432E+01  8.859666E+00
3.022398E-04  1.086553E-04  -3.870184E+01  9.055123E+00
3.063054E-04  1.065143E-04  -3.867939E+01  9.383722E+00
3.098918E-04  1.055407E-04  -3.865750E+01  9.683189E+00
3.231683E-04  1.153487E-04  -3.863165E+01  1.002054E+01
3.198134E-04  1.160934E-04  -3.860681E+01  1.033161E+01
3.261046E-04  1.142261E-04  -3.859367E+01  1.048768E+01
3.300359E-04  1.200990E-04  -3.858024E+01  1.064374E+01
3.256860E-04  1.193714E-04  -3.855822E+01  1.089762E+01
3.451457E-04  1.213514E-04  -3.854192E+01  1.107571E+01
3.356990E-04  1.223307E-04  -3.852545E+01  1.125379E+01
3.513907E-04  1.224488E-04  -3.849898E+01  1.152964E+01
3.225076E-04  1.159549E-04  -3.847430E+01  1.178122E+01
3.066440E-04  1.143841E-04  -3.844276E+01  1.209072E+01
3.275430E-04  1.138506E-04  -3.841349E+01  1.236747E+01
3.275270E-04  1.213603E-04  -3.838400E+01  1.263792E+01
3.296993E-04  1.167541E-04  -3.835665E+01  1.288262E+01
3.291142E-04  1.217449E-04  -3.833090E+01  1.310455E+01
3.262893E-04  1.126693E-04  -3.830823E+01  1.330120E+01
3.225347E-04  1.188063E-04  -3.828421E+01  1.350075E+01
3.275212E-04  1.157688E-04  -3.826069E+01  1.369221E+01
3.428112E-04  1.279466E-04  -3.823209E+01  1.392164E+01
3.677722E-04  1.325162E-04  -3.820387E+01  1.414194E+01
3.825671E-04  1.345257E-04  -3.818932E+01  1.425583E+01
3.698223E-04  1.354935E-04  -3.817461E+01  1.436971E+01
3.890691E-04  1.336482E-04  -3.814546E+01  1.458480E+01
3.982876E-04  1.442196E-04  -3.811721E+01  1.479528E+01
3.775874E-04  1.430452E-04  -3.809165E+01  1.498182E+01
3.576637E-04  1.315707E-04  -3.806657E+01  1.515913E+01
3.659165E-04  1.271469E-04  -3.804046E+01  1.534295E+01
3.492551E-04  1.303864E-04  -3.801615E+01  1.551135E+01
3.617144E-04  1.289029E-04  -3.799266E+01  1.567343E+01
3.801988E-04  1.416411E-04  -3.796193E+01  1.587791E+01
4.330145E-04  1.485747E-04  -3.793334E+01  1.606810E+01
4.500775E-04  1.630508E-04  -3.790436E+01  1.625801E+01
4.407068E-04  1.575586E-04  -3.787512E+01  1.644647E+01
4.277713E-04  1.620071E-04  -3.785009E+01  1.660606E+01
4.349452E-04  1.578487E-04  -3.782563E+01  1.676148E+01
4.482261E-04  1.578432E-04  -3.780110E+01  1.691014E+01
4.557043E-04  1.680033E-04  -3.777949E+01  1.704357E+01
4.579957E-04  1.611308E-04  -3.775505E+01  1.719220E+01
4.606463E-04  1.674920E-04  -3.773030E+01  1.733962E+01
4.592832E-04  1.620668E-04  -3.769489E+01  1.755158E+01
4.604144E-04  1.662071E-04  -3.767518E+01  1.766588E+01
4.374085E-04  1.625756E-04  -3.765565E+01  1.778019E+01
4.445350E-04  1.574896E-04  -3.762415E+01  1.796149E+01
4.235547E-04  1.504859E-04  -3.759420E+01  1.813357E+01
4.041759E-04  1.480874E-04  -3.757748E+01  1.822766E+01
3.911438E-04  1.437068E-04  -3.756077E+01  1.832174E+01
3.946401E-04  1.389223E-04  -3.753405E+01  1.846907E+01
3.944179E-04  1.427785E-04  -3.750886E+01  1.860851E+01
3.914975E-04  1.364255E-04  -3.748150E+01  1.875792E+01
3.885682E-04  1.406798E-04  -3.745500E+01  1.890210E+01
3.938918E-04  1.370332E-04  -3.742080E+01  1.908281E+01
3.929217E-04  1.474096E-04  -3.738904E+01  1.925116E+01
3.891144E-04  1.396378E-04  -3.735678E+01  1.942131E+01
3.855472E-04  1.426961E-04  -3.733722E+01  1.952240E+01
3.977485E-04  1.411419E-04  -3.731783E+01  1.962349E+01
3.966611E-04  1.450522E-04  -3.729074E+01  1.976156E+01
4.037303E-04  1.396722E-04  -3.726047E+01  1.991647E+01
3.981144E-04  1.440610E-04  -3.724393E+01  1.999966E+01
3.957173E-04  1.446898E-04  -3.722755E+01  2.008286E+01
4.104563E-04  1.451735E-04  -3.720165E+01  2.021016E+01
3.660761E-04  1.309625E-04  -3.717554E+01  2.034066E+01
3.389076E-04  1.271393E-04  -3.715435E+01  2.044403E+01
3.370217E-04  1.236070E-04  -3.713321E+01  2.054740E+01
3.497295E-04  1.206388E-04  -3.710844E+01  2.066814E+01
3.396992E-04  1.240280E-04  -3.708370E+01  2.078791E+01
3.668980E-04  1.279370E-04  -3.705920E+01  2.090448E+01
3.339301E-04  1.207102E-04  -3.703570E+01  2.101642E+01
3.512337E-04  1.198934E-04  -3.701158E+01  2.113197E+01
3.480301E-04  1.252478E-04  -3.698618E+01  2.124914E+01
3.601095E-04  1.349353E-04  -3.695749E+01  2.138486E+01
3.888874E-04  1.397384E-04  -3.692816E+01  2.151972E+01
3.919435E-04  1.382101E-04  -3.690146E+01  2.164436E+01
3.814268E-04  1.400109E-04  -3.687344E+01  2.177157E+01
3.628047E-04  1.301523E-04  -3.684752E+01  2.188958E+01
3.716957E-04  1.364873E-04  -3.682329E+01  2.199813E+01
3.639645E-04  1.294228E-04  -3.680023E+01  2.210255E+01
3.676543E-04  1.352403E-04  -3.677311E+01  2.222277E+01
3.890799E-04  1.394365E-04  -3.674746E+01  2.233643E+01
4.080159E-04  1.420314E-04  -3.670787E+01  2.251144E+01
3.781402E-04  1.385027E-04  -3.668749E+01  2.259980E+01
3.837265E-04  1.356729E-04  -3.666743E+01  2.268815E+01
3.721170E-04  1.355375E-04  -3.663801E+01  2.281465E+01
2.701325E-04  9.473464E-05  -3.659034E+01  2.302013E+01
2.372327E-04  8.743700E-05  -3.656303E+01  2.313565E+01
2.509185E-04  8.921854E-05  -3.653595E+01  2.325118E+01
2.601218E-04  9.628815E-05  -3.651107E+01  2.335533E+01
2.735758E-04  9.897206E-05  -3.648727E+01  2.345504E+01
2.968879E-04  1.030525E-04  -3.646377E+01  2.355489E+01
3.208802E-04  1.179423E-04  -3.643854E+01  2.365717E+01
3.366968E-04  1.200874E-04  -3.641642E+01  2.374873E+01
3.350462E-04  1.243000E-04  -3.640047E+01  2.381517E+01
3.490483E-04  1.230896E-04  -3.638433E+01  2.388160E+01
3.502612E-04  1.306932E-04  -3.635827E+01  2.398880E+01
3.583083E-04  1.281487E-04  -3.633168E+01  2.409575E+01
3.752746E-04  1.389352E-04  -3.630164E+01  2.421746E+01
3.917084E-04  1.376367E-04  -3.627487E+01  2.432567E+01
3.656179E-04  1.322907E-04  -3.624797E+01  2.443312E+01
3.604059E-04  1.243526E-04  -3.621402E+01  2.456723E+01
3.796081E-04  1.391445E-04  -3.618020E+01  2.470165E+01
3.826582E-04  1.345546E-04  -3.614649E+01  2.483404E+01
3.779910E-04  1.425192E-04  -3.611396E+01  2.496144E+01
4.033329E-04  1.437741E-04  -3.608217E+01  2.508524E+01
4.034654E-04  1.452461E-04  -3.606624E+01  2.514608E+01
4.253834E-04  1.528479E-04  -3.605042E+01  2.520691E+01
4.342249E-04  1.616065E-04  -3.602322E+01  2.531227E+01
4.422303E-04  1.568217E-04  -3.599492E+01  2.541979E+01
4.345106E-04  1.616768E-04  -3.596619E+01  2.553089E+01
4.775439E-04  1.709226E-04  -3.593584E+01  2.564572E+01
4.809051E-04  1.804321E-04  -3.590738E+01  2.575360E+01
4.570345E-04  1.663420E-04  -3.587295E+01  2.588111E+01
2.376722E-05  8.080832E-06  -3.584121E+01  2.599936E+01
3.475489E-05  1.104626E-05  -3.582508E+01  2.606028E+01
3.568569E-05  1.152172E-05  -3.580854E+01  2.612120E+01
3.338742E-05  1.000645E-05  -3.578526E+01  2.620777E+01
1.451168E-05  3.205439E-06  -3.576115E+01  2.629612E+01
1.522836E-05  3.667317E-06  -3.573817E+01  2.638139E+01
4.124761E-05  1.235308E-05  -3.570603E+01  2.649776E+01
3.540125E-05  9.891087E-06  -3.567912E+01  2.659525E+01
3.317600E-05  8.316969E-06  -3.565654E+01  2.667755E+01
3.686767E-05  9.999991E-06  -3.563337E+01  2.676097E+01
1.096267E-05  1.054998E-06  -3.560825E+01  2.685120E+01
-6.931743E-06  -5.426189E-06  -3.558343E+01  2.694104E+01
-1.935533E-05  -9.136587E-06  -3.555766E+01  2.703257E+01
-2.897585E-05  -1.174668E-05  -3.553092E+01  2.712736E+01
-6.841679E-05  -2.432764E-05  -3.550244E+01  2.722979E+01
-5.447064E-05  -1.865294E-05  -3.547735E+01  2.731782E+01
-5.108175E-05  -1.855329E-05  -3.545385E+01  2.740075E+01
-4.021959E-05  -1.385258E-05  -3.542358E+01  2.750626E+01
-6.979677E-05  -2.277540E-05  -3.539428E+01  2.760807E+01
-7.626980E-05  -2.653616E-05  -3.536905E+01  2.769528E+01
-7.715378E-05  -2.821528E-05  -3.534468E+01  2.778078E+01
-6.000784E-05  -2.301598E-05  -3.531865E+01  2.786956E+01
-7.890427E-05  -2.829527E-05  -3.529578E+01  2.794837E+01
-1.062931E-04  -3.798792E-05  -3.527266E+01  2.802906E+01
-1.008303E-04  -3.440128E-05  -3.525810E+01  2.807867E+01
-8.837691E-05  -3.210149E-05  -3.524358E+01  2.812827E+01
-1.165078E-04  -4.456078E-05  -3.521701E+01  2.821909E+01
-1.219943E-04  -4.504918E-05  -3.518986E+01  2.831016E+01
-1.290174E-04  -5.073839E-05  -3.515605E+01  2.842494E+01
-1.356736E-04  -5.133737E-05  -3.512453E+01  2.853076E+01
-1.483182E-04  -5.424328E-05  -3.510937E+01  2.858187E+01
-1.417141E-04  -4.985966E-05  -3.509386E+01  2.863298E+01
-1.131897E-04  -3.889553E-05  -3.506547E+01  2.872809E+01
-1.268022E-04  -4.223484E-05  -3.503149E+01  2.884021E+01
-1.215772E-04  -4.263619E-05  -3.500339E+01  2.893394E+01
-9.829515E-05  -3.651992E-05  -3.497409E+01  2.903071E+01
-9.424628E-05  -3.738922E-05  -3.494523E+01  2.912620E+01
-7.105663E-05  -3.078250E-05  -3.492051E+01  2.920698E+01
-8.665202E-05  -3.457309E-05  -3.489658E+01  2.928529E+01
-8.551390E-05  -3.301479E-05  -3.487417E+01  2.935800E+01
-8.536449E-05  -3.226970E-05  -3.485214E+01  2.942933E+01
-6.072111E-05  -2.428398E-05  -3.482377E+01  2.952146E+01
-8.377985E-05  -3.122966E-05  -3.479497E+01  2.961434E+01
-9.062322E-05  -3.649928E-05  -3.476345E+01  2.971589E+01
-9.215691E-05  -3.815340E-05  -3.473489E+01  2.980776E+01
-7.414353E-05  -2.943254E-05  -3.470997E+01  2.988819E+01
-6.217975E-05  -2.707614E-05  -3.468402E+01  2.996940E+01
-7.625636E-05  -3.023744E-05  -3.466199E+01  3.004025E+01
-9.970041E-05  -3.687907E-05  -3.463802E+01  3.011570E+01
-7.438303E-05  -2.953016E-05  -3.460803E+01  3.021080E+01
-6.012368E-05  -2.286433E-05  -3.457242E+01  3.032350E+01
-2.904606E-05  -1.130687E-05  -3.454041E+01  3.042280E+01
1.737800E-05  4.559725E-06  -3.451069E+01  3.051608E+01
4.466515E-05  1.369770E-05  -3.448241E+01  3.060410E+01
5.843799E-05  1.954956E-05  -3.445464E+01  3.069001E+01
6.939585E-05  2.070157E-05  -3.444009E+01  3.073561E+01
6.877762E-05  2.209983E-05  -3.442530E+01  3.078122E+01
5.620160E-05  1.868025E-05  -3.440147E+01  3.085539E+01
7.596886E-05  2.517653E-05  -3.437647E+01  3.093125E+01
7.388356E-05  2.292857E-05  -3.434996E+01  3.101326E+01
9.824831E-05  2.991112E-05  -3.432192E+01  3.109973E+01
8.498235E-05  2.637887E-05  -3.430682E+01  3.114525E+01
8.900883E-05  2.983462E-05  -3.429207E+01  3.119077E+01
8.825261E-05  2.738634E-05  -3.426482E+01  3.127280E+01
8.444941E-05  2.775700E-05  -3.423581E+01  3.136110E+01
7.253413E-05  2.461735E-05  -3.420872E+01  3.144361E+01
5.758266E-05  1.882457E-05  -3.418117E+01  3.152631E+01
4.887860E-05  1.533312E-05  -3.415648E+01  3.160046E+01
3.222027E-05  9.673669E-06  -3.413161E+01  3.167485E+01
4.524725E-05  1.366738E-05  -3.410330E+01  3.175999E+01
4.345851E-05  1.244010E-05  -3.407428E+01  3.184652E+01
5.309757E-05  1.700402E-05  -3.405599E+01  3.190039E+01
5.937595E-05  2.012477E-05  -3.403821E+01  3.195426E+01
5.638015E-05  1.998719E-05  -3.401144E+01  3.203296E+01
5.532525E-05  1.891980E-05  -3.398435E+01  3.211337E+01
5.648067E-05  2.107008E-05  -3.395623E+01  3.219591E+01
6.005313E-05  2.210068E-05  -3.392782E+01  3.228007E+01
7.544332E-05  2.649813E-05  -3.391295E+01  3.232332E+01
8.950873E-05  3.043143E-05  -3.389831E+01  3.236657E+01
9.750833E-05  3.359908E-05  -3.387040E+01  3.244761E+01
1.113681E-04  3.664357E-05  -3.384538E+01  3.252089E+01
1.126711E-04  3.617695E-05  -3.381941E+01  3.259580E+01
1.078121E-04  3.657622E-05  -3.379171E+01  3.267707E+01
1.044745E-04  3.742131E-05  -3.376209E+01  3.276236E+01
1.346594E-04  4.636485E-05  -3.373138E+01  3.285140E+01
7.907391E-05  2.787553E-05  -3.369945E+01  3.294242E+01
5.518050E-05  1.852928E-05  -3.366651E+01  3.303708E+01
4.638400E-05  1.507112E-05  -3.364922E+01  3.308672E+01
4.513277E-05  1.438323E-05  -3.363180E+01  3.313636E+01
5.044702E-05  1.570171E-05  -3.360879E+01  3.320199E+01
4.278654E-05  1.257250E-05  -3.358561E+01  3.326777E+01
1.098852E-05  1.598462E-06  -3.355905E+01  3.334402E+01
-7.848985E-06  -4.788601E-06  -3.353104E+01  3.342279E+01
9.545294E-06  6.135734E-07  -3.349693E+01  3.351873E+01
-1.465726E-05  -7.170090E-06  -3.346793E+01  3.360111E+01
-1.517273E-06  -2.619758E-06  -3.344056E+01  3.367753E+01
-3.308712E-05  -1.311502E-05  -3.341502E+01  3.374893E+01
-4.739377E-05  -1.690780E-05  -3.338922E+01  3.382061E+01
-2.290776E-05  -8.931574E-06  -3.336111E+01  3.389915E+01
-6.283065E-06  -3.087126E-06  -3.332932E+01  3.398738E+01
-4.514182E-05  -1.623812E-05  -3.329828E+01  3.407374E+01
-6.959663E-05  -2.295139E-05  -3.327606E+01  3.413539E+01
-5.947319E-05  -2.001425E-05  -3.325380E+01  3.419704E+01
-6.501575E-05  -2.098410E-05  -3.323471E+01  3.425016E+01
-6.723394E-05  -2.145863E-05  -3.321521E+01  3.430328E+01
-6.635686E-05  -2.083932E-05  -3.319051E+01  3.437157E+01
-8.677062E-05  -2.656264E-05  -3.316877E+01  3.443172E+01
-1.080078E-04  -3.554396E-05  -3.314645E+01  3.449199E+01
-1.016226E-04  -3.496096E-05  -3.312115E+01  3.456053E+01
-8.767789E-05  -3.049558E-05  -3.309569E+01  3.463034E+01
-6.810099E-05  -2.523442E-05  -3.307117E+01  3.469760E+01
-7.720555E-05  -2.842338E-05  -3.304601E+01  3.476501E+01
-9.581102E-05  -3.343580E-05  -3.302404E+01  3.482554E+01
-1.064371E-04  -3.847970E-05  -3.299972E+01  3.489014E+01
-1.101065E-04  -3.695979E-05  -3.298482E+01  3.493120E+01
-1.164916E-04  -4.266160E-05  -3.296937E+01  3.497226E+01
-1.168992E-04  -4.206608E-05  -3.294634E+01  3.503449E+01
-9.465427E-05  -3.251139E-05  -3.292199E+01  3.509934E+01
-1.235183E-04  -4.075744E-05  -3.289573E+01  3.516995E+01
-1.082321E-04  -3.729625E-05  -3.287146E+01  3.523514E+01
-1.198154E-04  -3.907094E-05  -3.284735E+01  3.530012E+01
-9.089242E-05  -3.135920E-05  -3.281989E+01  3.537236E+01
-9.509801E-05  -3.407733E-05  -3.280091E+01  3.542317E+01
-8.897721E-05  -3.379508E-05  -3.278181E+01  3.547398E+01
-1.100992E-04  -3.850001E-05  -3.275874E+01  3.553542E+01
-1.208420E-04  -4.137431E-05  -3.273546E+01  3.559701E+01
-1.447982E-04  -4.822000E-05  -3.270273E+01  3.568248E+01
-1.689204E-04  -6.031563E-05  -3.267559E+01  3.575497E+01
-1.642227E-04  -5.992847E-05  -3.264623E+01  3.583221E+01
-1.899139E-04  -6.501657E-05  -3.262910E+01  3.587644E+01
-1.868346E-04  -6.562316E-05  -3.261235E+01  3.592068E+01
-1.872996E-04  -6.992570E-05  -3.258454E+01  3.599314E+01
-2.023638E-04  -7.291625E-05  -3.255608E+01  3.606845E+01
-2.075012E-04  -7.207023E-05  -3.252964E+01  3.613713E+01
-1.960725E-04  -7.372214E-05  -3.251699E+01  3.616988E+01
-2.022905E-04  -7.307986E-05  -3.250426E+01  3.620263E+01
-2.055287E-04  -7.127136E-05  -3.248699E+01  3.624730E+01
-2.178355E-04  -7.163214E-05  -3.246965E+01  3.629198E+01
-2.308139E-04  -8.188149E-05  -3.244745E+01  3.635019E+01
-2.339733E-04  -8.483889E-05  -3.242076E+01  3.641749E+01
-2.439593E-04  -8.318176E-05  -3.239705E+01  3.647994E+01
-2.290324E-04  -8.243046E-05  -3.236995E+01  3.654969E+01
-2.509031E-04  -8.677867E-05  -3.234410E+01  3.661684E+01
-2.881436E-04  -1.031951E-04  -3.231713E+01  3.668557E+01
