# HSM/GeV  HNSM/GeV  HS/GeV  T/GeV
1.026316E+02  3.420543E+01  4.407053E-02  9.951723E+01
1.026184E+02  3.420232E+01  3.352388E-02  9.952192E+01
1.025919E+02  3.419613E+01  9.903022E-03  9.953131E+01
1.025411E+02  3.417973E+01  5.611038E-03  9.955007E+01
1.025165E+02  3.417140E+01  6.636645E-03  9.955919E+01
1.024911E+02  3.416383E+01  -1.001362E-03  9.956830E+01
1.024416E+02  3.414819E+01  -8.926959E-03  9.958653E+01
1.023423E+02  3.411341E+01  5.894957E-03  9.962299E+01
1.023183E+02  3.410566E+01  3.490239E-03  9.963172E+01
1.022952E+02  3.409791E+01  4.309242E-03  9.964045E+01
1.022942E+02  3.409735E+01  6.417328E-03  9.964081E+01
1.022932E+02  3.409713E+01  5.260273E-03  9.964118E+01
1.022890E+02  3.409616E+01  1.664998E-03  9.964263E+01
1.022804E+02  3.409346E+01  9.030353E-05  9.964554E+01
1.020260E+02  3.400859E+01  5.880284E-04  9.973861E+01
1.015111E+02  3.384342E+01  -5.634152E-02  9.992475E+01
1.011430E+02  3.372234E+01  -7.016858E-02  1.000569E+02
1.007802E+02  3.359195E+01  1.325175E-02  1.001879E+02
1.004948E+02  3.349824E+01  2.148256E-04  1.002891E+02
1.001781E+02  3.339204E+01  5.824188E-03  1.004011E+02
9.980164E+01  3.326721E+01  6.715596E-05  1.005334E+02
9.954181E+01  3.318376E+01  -2.877476E-02  1.006238E+02
9.928260E+01  3.309694E+01  -2.434042E-02  1.007142E+02
9.849381E+01  3.283129E+01  -1.116822E-04  1.009862E+02
9.796476E+01  3.265408E+01  7.542580E-03  1.011664E+02
9.743044E+01  3.247685E+01  -2.839529E-04  1.013467E+02
9.567704E+01  3.189239E+01  -4.317901E-04  1.019264E+02
9.436475E+01  3.145494E+01  -3.946559E-05  1.023486E+02
9.302241E+01  3.100402E+01  3.347273E-02  1.027707E+02
9.052792E+01  3.017601E+01  -6.958413E-04  1.035277E+02
8.741792E+01  2.913819E+01  1.100754E-02  1.044258E+02
8.474816E+01  2.824944E+01  -1.974728E-04  1.051573E+02
8.170745E+01  2.723755E+01  -1.886815E-02  1.059481E+02
8.030329E+01  2.676778E+01  -4.867434E-04  1.062987E+02
7.885821E+01  2.629040E+01  -4.896876E-02  1.066494E+02
7.599451E+01  2.533150E+01  -4.080695E-05  1.073184E+02
7.422561E+01  2.474331E+01  -1.755774E-02  1.077132E+02
7.217740E+01  2.405915E+01  1.091932E-04  1.081539E+02
7.028052E+01  2.342787E+01  -1.332626E-02  1.085461E+02
6.830945E+01  2.276979E+01  9.550217E-05  1.089384E+02
6.688005E+01  2.229127E+01  2.859227E-02  1.092131E+02
6.540591E+01  2.180199E+01  6.358946E-05  1.094878E+02
6.410110E+01  2.136701E+01  -3.362772E-05  1.097239E+02
6.275925E+01  2.092041E+01  -9.830426E-03  1.099600E+02
6.101548E+01  2.033905E+01  -8.369194E-03  1.102566E+02
5.920104E+01  1.973401E+01  -5.183048E-03  1.105531E+02
5.721748E+01  1.907249E+01  -4.254506E-04  1.108636E+02
5.507313E+01  1.835791E+01  -3.155630E-03  1.111830E+02
5.415938E+01  1.805311E+01  -1.034175E-04  1.113143E+02
