# HSM/GeV  HNSM/GeV  HS/GeV  T/GeV
2.460732E+02  -5.243112E-06  2.284788E+02  0.000000E+00
2.460732E+02  -5.243112E-06  2.284788E+02  1.000000E+00
2.460605E+02  3.655039E-05  2.284691E+02  1.100000E+01
2.460383E+02  1.724402E-02  2.284136E+02  1.600000E+01
2.459917E+02  3.892337E-02  2.283333E+02  2.100000E+01
2.459100E+02  7.364989E-02  2.282018E+02  2.553207E+01
2.457638E+02  1.279844E-01  2.279924E+02  3.006414E+01
2.456380E+02  1.701183E-01  2.278269E+02  3.269723E+01
2.454748E+02  2.205458E-01  2.276267E+02  3.533033E+01
2.452685E+02  2.796889E-01  2.273878E+02  3.794853E+01
2.450115E+02  3.485620E-01  2.271079E+02  4.056672E+01
2.447599E+02  4.118292E-01  2.268473E+02  4.270778E+01
2.444673E+02  4.821016E-01  2.265551E+02  4.484884E+01
2.441246E+02  5.611464E-01  2.262239E+02  4.702221E+01
2.437327E+02  6.477658E-01  2.258580E+02  4.919558E+01
2.433684E+02  7.251423E-01  2.255274E+02  5.099258E+01
2.429668E+02  8.087455E-01  2.251687E+02  5.278957E+01
2.425117E+02  9.010415E-01  2.247699E+02  5.464145E+01
2.420116E+02  1.000101E+00  2.243388E+02  5.649333E+01
2.415173E+02  1.096234E+00  2.239180E+02  5.817531E+01
2.409831E+02  1.198129E+00  2.234688E+02  5.985730E+01
2.404796E+02  1.293266E+00  2.230474E+02  6.133598E+01
2.399430E+02  1.393144E+00  2.226023E+02  6.281467E+01
2.393114E+02  1.509788E+00  2.220800E+02  6.444533E+01
2.386372E+02  1.633308E+00  2.215243E+02  6.607600E+01
2.376148E+02  1.818710E+00  2.206845E+02  6.836426E+01
2.365613E+02  2.008680E+00  2.198176E+02  7.053171E+01
2.355527E+02  2.190372E+00  2.189846E+02  7.245759E+01
2.343235E+02  2.410900E+00  2.179649E+02  7.463818E+01
2.331260E+02  2.626415E+00  2.169644E+02  7.661388E+01
2.317035E+02  2.883117E+00  2.157631E+02  7.880109E+01
2.310637E+02  2.999246E+00  2.152174E+02  7.973494E+01
2.304033E+02  3.119317E+00  2.146514E+02  8.066880E+01
2.296234E+02  3.261663E+00  2.139783E+02  8.173653E+01
2.288161E+02  3.409563E+00  2.132766E+02  8.280425E+01
2.274496E+02  3.662559E+00  2.120724E+02  8.452985E+01
2.261587E+02  3.903536E+00  2.109189E+02  8.607548E+01
2.249176E+02  4.137543E+00  2.097938E+02  8.749150E+01
2.237577E+02  4.358512E+00  2.087269E+02  8.875945E+01
2.224716E+02  4.605970E+00  2.075269E+02  9.010643E+01
2.211346E+02  4.866670E+00  2.062580E+02  9.144656E+01
2.198918E+02  5.111695E+00  2.050599E+02  9.264123E+01
2.191475E+02  5.259974E+00  2.043325E+02  9.333480E+01
2.183855E+02  5.412871E+00  2.035806E+02  9.402837E+01
2.175127E+02  5.589528E+00  2.027098E+02  9.480366E+01
2.166162E+02  5.772833E+00  2.018049E+02  9.557895E+01
2.153558E+02  6.033196E+00  2.005139E+02  9.663531E+01
2.140368E+02  6.309545E+00  1.991386E+02  9.770031E+01
2.127492E+02  6.583158E+00  1.977725E+02  9.870248E+01
2.114011E+02  6.873795E+00  1.963152E+02  9.971335E+01
2.101763E+02  7.141460E+00  1.949680E+02  1.006001E+02
2.094818E+02  7.295120E+00  1.941930E+02  1.010900E+02
2.087738E+02  7.453274E+00  1.933943E+02  1.015798E+02
2.079738E+02  7.633238E+00  1.924827E+02  1.021223E+02
2.071557E+02  7.819140E+00  1.915399E+02  1.026647E+02
2.064184E+02  7.987994E+00  1.906808E+02  1.031437E+02
2.056662E+02  8.161961E+00  1.897943E+02  1.036227E+02
2.040108E+02  8.550774E+00  1.878078E+02  1.046434E+02
2.031070E+02  8.766359E+00  1.867028E+02  1.051818E+02
2.021807E+02  8.989800E+00  1.855547E+02  1.057202E+02
2.007470E+02  9.341181E+00  1.837446E+02  1.065276E+02
1.997098E+02  9.599212E+00  1.824111E+02  1.070923E+02
1.986420E+02  9.868737E+00  1.810152E+02  1.076571E+02
1.975039E+02  1.016030E+01  1.795017E+02  1.082409E+02
1.964676E+02  1.042967E+01  1.780999E+02  1.087569E+02
1.953480E+02  1.072511E+01  1.765590E+02  1.092973E+02
1.947529E+02  1.088399E+01  1.757284E+02  1.095778E+02
1.941473E+02  1.104706E+01  1.748757E+02  1.098583E+02
1.932526E+02  1.129062E+01  1.735995E+02  1.102635E+02
1.923339E+02  1.154411E+01  1.722695E+02  1.106687E+02
1.912440E+02  1.184907E+01  1.706659E+02  1.111351E+02
1.906851E+02  1.200761E+01  1.698311E+02  1.113683E+02
1.901165E+02  1.217001E+01  1.689751E+02  1.116015E+02
1.894653E+02  1.235793E+01  1.679839E+02  1.118634E+02
1.888008E+02  1.255179E+01  1.669600E+02  1.121253E+02
1.883308E+02  1.268992E+01  1.662298E+02  1.123069E+02
1.878541E+02  1.283115E+01  1.654829E+02  1.124885E+02
1.869860E+02  1.309129E+01  1.641052E+02  1.128119E+02
1.860913E+02  1.336306E+01  1.626641E+02  1.131352E+02
1.849308E+02  1.372170E+01  1.607597E+02  1.135400E+02
1.843082E+02  1.391710E+01  1.597212E+02  1.137503E+02
1.836712E+02  1.411921E+01  1.586462E+02  1.139606E+02
1.829727E+02  1.434338E+01  1.574530E+02  1.141855E+02
1.822546E+02  1.457673E+01  1.562096E+02  1.144104E+02
1.813573E+02  1.487268E+01  1.546320E+02  1.146827E+02
1.809705E+02  1.500175E+01  1.539435E+02  1.147970E+02
1.805778E+02  1.513398E+01  1.532386E+02  1.149113E+02
1.800059E+02  1.532801E+01  1.522029E+02  1.150743E+02
1.794193E+02  1.552923E+01  1.511285E+02  1.152372E+02
1.787042E+02  1.577796E+01  1.498005E+02  1.154302E+02
1.779655E+02  1.603859E+01  1.484082E+02  1.156233E+02
1.772401E+02  1.629819E+01  1.470210E+02  1.158062E+02
1.762391E+02  1.666319E+01  1.450705E+02  1.160479E+02
1.756356E+02  1.688701E+01  1.438746E+02  1.161877E+02
1.750120E+02  1.712160E+01  1.426215E+02  1.163275E+02
1.746228E+02  1.726957E+01  1.418306E+02  1.164122E+02
1.742249E+02  1.742231E+01  1.410150E+02  1.164969E+02
1.738337E+02  1.757369E+01  1.402063E+02  1.165783E+02
1.734328E+02  1.773046E+01  1.393692E+02  1.166597E+02
1.730710E+02  1.787320E+01  1.386072E+02  1.167314E+02
1.727001E+02  1.802085E+01  1.378194E+02  1.168031E+02
1.721782E+02  1.823072E+01  1.366995E+02  1.169011E+02
1.719101E+02  1.833961E+01  1.361185E+02  1.169501E+02
1.716372E+02  1.845145E+01  1.355226E+02  1.169991E+02
1.710285E+02  1.870308E+01  1.341811E+02  1.171047E+02
1.707137E+02  1.883502E+01  1.334785E+02  1.171575E+02
1.705533E+02  1.890262E+01  1.331184E+02  1.171839E+02
1.703904E+02  1.897159E+01  1.327515E+02  1.172103E+02
1.699170E+02  1.917364E+01  1.316761E+02  1.172852E+02
1.696314E+02  1.929680E+01  1.310211E+02  1.173290E+02
1.693384E+02  1.942435E+01  1.303432E+02  1.173728E+02
1.688991E+02  1.961732E+01  1.293180E+02  1.174363E+02
1.686697E+02  1.971895E+01  1.287782E+02  1.174684E+02
1.685528E+02  1.977110E+01  1.285015E+02  1.174844E+02
1.684350E+02  1.982384E+01  1.282217E+02  1.175005E+02
1.679847E+02  2.002696E+01  1.271446E+02  1.175601E+02
1.675116E+02  2.024327E+01  1.259984E+02  1.176196E+02
1.670330E+02  2.046532E+01  1.248234E+02  1.176767E+02
1.667833E+02  2.058253E+01  1.242038E+02  1.177052E+02
1.665255E+02  2.070455E+01  1.235590E+02  1.177338E+02
1.660613E+02  2.092674E+01  1.223861E+02  1.177827E+02
1.658675E+02  2.102054E+01  1.218915E+02  1.178023E+02
1.656682E+02  2.111762E+01  1.213798E+02  1.178218E+02
1.654053E+02  2.124672E+01  1.207000E+02  1.178467E+02
1.651313E+02  2.138246E+01  1.199855E+02  1.178716E+02
1.649994E+02  2.144812E+01  1.196401E+02  1.178831E+02
1.648649E+02  2.151552E+01  1.192857E+02  1.178947E+02
1.645316E+02  2.168393E+01  1.184014E+02  1.179221E+02
1.643665E+02  2.176824E+01  1.179590E+02  1.179351E+02
1.641954E+02  2.185597E+01  1.174989E+02  1.179481E+02
1.638665E+02  2.202616E+01  1.166070E+02  1.179719E+02
1.637804E+02  2.207104E+01  1.163721E+02  1.179778E+02
1.636925E+02  2.211702E+01  1.161314E+02  1.179837E+02
1.635141E+02  2.221094E+01  1.156403E+02  1.179955E+02
1.633506E+02  2.229743E+01  1.151880E+02  1.180058E+02
1.632648E+02  2.234311E+01  1.149494E+02  1.180110E+02
1.631771E+02  2.238985E+01  1.147051E+02  1.180163E+02
1.630707E+02  2.244695E+01  1.144073E+02  1.180225E+02
1.629585E+02  2.250725E+01  1.140926E+02  1.180288E+02
1.628415E+02  2.257054E+01  1.137626E+02  1.180352E+02
1.627345E+02  2.262856E+01  1.134601E+02  1.180409E+02
1.625903E+02  2.270725E+01  1.130501E+02  1.180482E+02
1.625089E+02  2.275179E+01  1.128181E+02  1.180522E+02
1.624253E+02  2.279783E+01  1.125785E+02  1.180562E+02
1.623320E+02  2.284929E+01  1.123108E+02  1.180605E+02
1.622441E+02  2.289791E+01  1.120579E+02  1.180645E+02
1.621503E+02  2.295007E+01  1.117865E+02  1.180685E+02
1.620401E+02  2.301171E+01  1.114666E+02  1.180731E+02
1.619391E+02  2.306816E+01  1.111732E+02  1.180772E+02
1.618269E+02  2.313148E+01  1.108446E+02  1.180814E+02
1.617783E+02  2.315893E+01  1.107022E+02  1.180832E+02
