# HSM/GeV  HNSM/GeV  HS/GeV  T/GeV
-1.816516E-02  -6.056235E-03  -7.548958E-04  7.590767E+01
-1.813957E-02  -6.047705E-03  -7.549670E-04  7.590853E+01
-1.800375E-02  -6.002429E-03  -7.556455E-04  7.591194E+01
-1.759274E-02  -5.865412E-03  -7.533893E-04  7.591878E+01
-1.436696E-02  -4.790177E-03  -7.712751E-04  7.611132E+01
-1.185592E-02  -3.953147E-03  -7.719040E-04  7.630385E+01
-6.603922E-03  -2.202522E-03  -7.953788E-04  7.706689E+01
-4.326717E-03  -1.443416E-03  -8.107131E-04  7.782993E+01
-2.952526E-03  -9.852674E-04  -8.176016E-04  7.935600E+01
-1.709956E-03  -5.712907E-04  -9.987761E-04  8.546031E+01
-7.695937E-04  -2.566260E-04  -7.348465E-04  9.766893E+01
9.627133E-05  3.475896E-05  1.428534E-04  1.302252E+02
9.332463E-05  3.214577E-05  1.340879E-04  1.303252E+02
9.037793E-05  3.118777E-05  1.253224E-04  1.304252E+02
-6.998812E-05  -5.546281E-06  -7.151592E-05  1.630315E+02
-2.993376E-05  -1.559008E-06  1.561733E-04  2.037894E+02
-2.568292E-05  -4.977188E-06  -1.706607E-05  2.260323E+02
6.008533E-04  2.456139E-04  -6.637071E-04  2.482751E+02
1.949286E-05  5.616427E-06  1.807829E-05  2.634824E+02
3.573374E-05  2.377377E-05  -1.913485E-05  2.786896E+02
-1.033242E-05  5.571933E-06  2.165397E-05  3.088892E+02
-2.590624E-04  -6.162273E-05  5.031591E-05  3.390888E+02
-3.302331E-04  -3.300996E-04  6.005782E-04  3.474917E+02
-1.229825E-03  -4.762501E-04  -1.311765E-03  3.558946E+02
2.834991E-05  5.722707E-06  2.562316E-05  3.672915E+02
-3.606044E-06  6.125051E-06  5.754468E-05  3.797520E+02
-3.427952E-06  -5.216423E-06  -1.316898E-05  3.942607E+02
1.356757E-03  3.844012E-04  8.865499E-04  4.015953E+02
3.832201E-05  1.615890E-05  -9.721921E-06  4.089299E+02
-1.206405E-05  -4.630975E-06  -5.521628E-05  4.179097E+02
-8.530296E-04  -8.021818E-04  -3.244957E-04  4.279887E+02
4.909081E-04  3.056572E-04  1.539727E-04  4.388351E+02
-4.947402E-06  6.059202E-06  -1.706375E-05  4.513689E+02
3.677017E-05  2.840691E-05  -3.443794E-05  4.726728E+02
-2.960965E-07  3.010969E-05  -5.051589E-04  4.930331E+02
-9.699142E-06  -7.386808E-07  -2.619292E-05  5.073752E+02
-7.267381E-04  -1.044337E-03  7.765300E-04  5.217172E+02
6.543361E-05  2.171537E-05  8.585105E-04  5.392564E+02
9.560313E-06  1.703247E-05  1.969107E-05  5.567956E+02
-6.979612E-05  4.887210E-05  -1.311227E-03  5.671115E+02
-6.601902E-06  -2.467165E-05  -3.571760E-07  5.774275E+02
2.262352E-06  -1.975522E-05  8.697356E-06  5.839369E+02
-9.444487E-04  -5.430031E-04  -2.003970E-04  5.871917E+02
9.201378E-05  -2.670175E-04  1.497292E-03  5.904464E+02
-1.209873E-06  4.931303E-04  6.414530E-04  5.973261E+02
-1.222860E-05  7.038500E-06  2.346832E-05  6.042058E+02
2.268131E-05  -8.154858E-06  6.100790E-07  6.127671E+02
2.100604E-05  9.223114E-06  -1.260825E-05  6.220521E+02
-4.653472E-05  -1.313330E-04  -1.091736E-05  6.298371E+02
-1.277718E-05  1.702257E-05  -4.464144E-05  6.337296E+02
1.004022E-05  1.488542E-05  -3.562571E-05  6.376221E+02
-3.561084E-06  -9.063244E-06  4.194685E-05  6.448036E+02
-1.157821E-04  -2.287352E-04  -7.018714E-06  6.491730E+02
1.315774E-05  -2.534744E-05  -1.065502E-04  6.535425E+02
-2.599001E-05  -2.135209E-05  -7.937224E-06  6.579270E+02
-1.990930E-05  1.616146E-05  3.770578E-06  6.622173E+02
4.619143E-07  -1.405490E-05  -7.296356E-05  6.668706E+02
-2.562635E-05  -9.576320E-06  -2.066619E-05  6.714865E+02
-1.748606E-05  1.309456E-05  1.228145E-05  6.779399E+02
-8.708405E-06  -2.635259E-06  -7.094729E-06  6.811677E+02
1.184936E-06  8.696851E-05  -1.124038E-05  6.843954E+02
1.746602E-05  7.702708E-06  2.103545E-05  6.874090E+02
6.817255E-06  -2.075077E-05  -1.813154E-05  6.904225E+02
-1.772964E-05  -2.231104E-05  2.047756E-05  6.962251E+02
1.206670E-05  1.652700E-05  -5.662435E-05  7.020278E+02
3.939012E-05  1.622379E-05  -6.090282E-05  7.091642E+02
2.622803E-05  -3.321735E-06  -4.780102E-05  7.127051E+02
4.813605E-05  3.377613E-04  3.886715E-05  7.162460E+02
-1.513184E-04  -4.683950E-05  4.426514E-05  7.196769E+02
5.831025E-06  1.298358E-05  1.587628E-03  7.242237E+02
1.327160E-05  2.124264E-05  -1.522915E-05  7.264971E+02
-1.287556E-03  -3.035365E-04  -2.813741E-04  7.287705E+02
9.307754E-06  8.480713E-06  -1.393041E-05  7.307701E+02
-7.635158E-05  -3.566796E-05  -7.902192E-05  7.328395E+02
7.551996E-06  -8.771387E-06  1.171635E-05  7.398722E+02
2.783536E-05  -6.701945E-05  -6.127035E-05  7.430104E+02
2.264765E-05  -1.504256E-05  2.616881E-05  7.461485E+02
