# HSM/GeV  HNSM/GeV  HS/GeV  T/GeV
-1.024767E-04  -4.837811E-05  2.987845E+02  0.000000E+00
-9.989551E-05  -4.664482E-05  2.987816E+02  1.710308E+00
-1.003394E-04  -4.597981E-05  2.987750E+02  3.044548E+00
-9.719539E-05  -4.671221E-05  2.987670E+02  4.112760E+00
-9.417619E-05  -4.748999E-05  2.987586E+02  5.012178E+00
-9.590015E-05  -4.589087E-05  2.987499E+02  5.790051E+00
-9.254403E-05  -4.688759E-05  2.987407E+02  6.504298E+00
-8.959640E-05  -4.777807E-05  2.987317E+02  7.143103E+00
-9.160193E-05  -4.621186E-05  2.987222E+02  7.750275E+00
-9.340015E-05  -4.451360E-05  2.987128E+02  8.315196E+00
-9.026668E-05  -4.545942E-05  2.987033E+02  8.844931E+00
-9.266250E-05  -4.381409E-05  2.986937E+02  9.348338E+00
-8.943849E-05  -4.489457E-05  2.986841E+02  9.825540E+00
-9.229868E-05  -4.291522E-05  2.986743E+02  1.028726E+01
-9.435838E-05  -4.084083E-05  2.986646E+02  1.072700E+01
-9.001811E-05  -4.233796E-05  2.986547E+02  1.115515E+01
-9.301029E-05  -4.083601E-05  2.986450E+02  1.156673E+01
-8.973323E-05  -4.214684E-05  2.986352E+02  1.196156E+01
-9.262482E-05  -4.075989E-05  2.986253E+02  1.234505E+01
-8.886601E-05  -4.158827E-05  2.986153E+02  1.272174E+01
-8.567651E-05  -4.335216E-05  2.986055E+02  1.308404E+01
-8.228852E-05  -4.449571E-05  2.985954E+02  1.344247E+01
-8.599649E-05  -4.262009E-05  2.985855E+02  1.378780E+01
-8.989042E-05  -4.100304E-05  2.985755E+02  1.412399E+01
-8.682574E-05  -4.213948E-05  2.985654E+02  1.445679E+01
-9.074744E-05  -4.033264E-05  2.985554E+02  1.477928E+01
-8.650365E-05  -4.170387E-05  2.985453E+02  1.509648E+01
-8.360393E-05  -4.312214E-05  2.985353E+02  1.540690E+01
-7.994224E-05  -4.086548E-05  2.985251E+02  1.571227E+01
-8.287670E-05  -3.898075E-05  2.985151E+02  1.600969E+01
-7.866023E-05  -3.991736E-05  2.985049E+02  1.630300E+01
-8.152645E-05  -3.786033E-05  2.984947E+02  1.659186E+01
-7.756217E-05  -3.962543E-05  2.984846E+02  1.687536E+01
-8.165055E-05  -3.792481E-05  2.984744E+02  1.715354E+01
-7.815693E-05  -3.682681E-05  2.984640E+02  1.742975E+01
-7.553911E-05  -3.865563E-05  2.984539E+02  1.769883E+01
-7.266985E-05  -3.946409E-05  2.984435E+02  1.796738E+01
-7.481412E-05  -3.771698E-05  2.984332E+02  1.823075E+01
-7.758795E-05  -3.598169E-05  2.984230E+02  1.848742E+01
-7.519650E-05  -3.693852E-05  2.984125E+02  1.874281E+01
-7.206057E-05  -3.782570E-05  2.984020E+02  1.899710E+01
-7.621334E-05  -3.660863E-05  2.983917E+02  1.924412E+01
-7.305859E-05  -3.750555E-05  2.983816E+02  1.948960E+01
-7.498547E-05  -3.615496E-05  2.983715E+02  1.973297E+01
-7.353973E-05  -3.702720E-05  2.983613E+02  1.997367E+01
-7.132844E-05  -3.813748E-05  2.983513E+02  2.020986E+01
-6.868856E-05  -3.684625E-05  2.983409E+02  2.044673E+01
-7.172813E-05  -3.524508E-05  2.983309E+02  2.067701E+01
