# HSM/GeV  HNSM/GeV  HS/GeV  T/GeV
2.615476E-05  7.931325E-06  -5.877520E-05  0.000000E+00
2.614887E-05  7.929361E-06  -5.595824E-05  1.350464E+00
2.613627E-05  7.547574E-06  -5.591878E-05  3.350464E+00
2.611623E-05  7.540897E-06  -5.585724E-05  5.350464E+00
2.608891E-05  7.531791E-06  -5.311317E-05  7.350464E+00
2.604425E-05  7.158259E-06  -5.296895E-05  9.800619E+00
2.597174E-05  7.134093E-06  -5.024608E-05  1.306749E+01
2.583938E-05  6.750251E-06  -4.997086E-05  1.742332E+01
2.435751E-05  6.666114E-06  -4.841379E-05  2.323110E+01
2.392887E-05  6.523120E-06  -4.566134E-05  3.097480E+01
2.266266E-05  6.101886E-06  -4.961190E-05  4.129973E+01
-5.401051E-04  -1.939313E-04  -1.902176E-03  5.506631E+01
-5.012935E-04  -1.812365E-04  -1.937858E-03  7.342174E+01
-4.423962E-04  -1.608263E-04  -1.200083E-03  9.789565E+01
-3.106531E-04  -1.150518E-04  -5.527008E-06  1.305275E+02
-1.706160E-05  -6.509933E-06  1.902219E-04  1.652553E+02
-1.879922E-05  -7.102778E-06  1.996897E-04  1.653553E+02
-2.156367E-05  -7.695622E-06  2.091575E-04  1.654553E+02
-8.368386E-06  -2.148862E-06  -3.913355E-05  2.068192E+02
-1.347572E-03  -4.448661E-04  -1.882477E-03  2.585239E+02
8.183999E-06  2.600037E-07  3.860484E-06  2.810232E+02
-7.794293E-04  -2.928631E-04  -1.918658E-03  2.922729E+02
7.605630E-05  -3.867512E-05  4.105847E-05  3.035225E+02
-2.532691E-06  -3.190318E-06  -1.262833E-05  3.205149E+02
2.182845E-05  1.054535E-05  -4.973376E-05  3.400012E+02
-7.690318E-04  -2.966125E-04  6.195902E-04  3.497443E+02
-2.667486E-05  -9.500424E-06  -4.280181E-05  3.594874E+02
-5.577107E-04  -2.186221E-04  6.058524E-05  3.737435E+02
3.901153E-06  5.800113E-06  3.028400E-05  3.899179E+02
1.101982E-03  4.380952E-04  1.218724E-03  4.028352E+02
1.760877E-04  6.208799E-05  -2.721071E-05  4.092938E+02
3.519932E-04  1.202091E-04  9.175457E-04  4.157525E+02
-1.458046E-04  4.286116E-05  5.030028E-05  4.225828E+02
3.868170E-04  1.414821E-04  -2.709973E-05  4.301183E+02
1.900204E-03  3.839371E-04  1.436629E-03  4.384151E+02
2.078051E-05  2.199882E-06  -2.311486E-06  4.461087E+02
-4.007218E-05  -1.565287E-05  1.594953E-03  4.584674E+02
-1.317058E-05  -3.341821E-06  -3.255875E-05  4.726312E+02
-1.132007E-05  -2.317412E-06  -1.741983E-05  4.928207E+02
1.534557E-05  3.084616E-06  2.698663E-05  5.021317E+02
1.480642E-05  4.488049E-06  2.153805E-05  5.114427E+02
2.908035E-04  1.304791E-04  -1.128525E-04  5.144765E+02
1.196530E-05  4.118287E-06  3.589963E-05  5.175104E+02
-1.857461E-05  -2.403115E-08  3.606360E-05  5.240292E+02
4.644489E-05  1.405420E-05  -7.211492E-05  5.304029E+02
-2.094085E-06  2.217767E-06  -4.069293E-06  5.417867E+02
1.438917E-05  2.439262E-06  6.384439E-05  5.485762E+02
1.523911E-05  -2.185311E-06  9.765312E-06  5.553656E+02
-3.586896E-06  4.706623E-06  -2.001316E-05  5.596711E+02
2.714647E-05  9.886912E-06  1.694855E-05  5.639765E+02
1.391530E-05  1.366484E-06  -4.594881E-06  5.678826E+02
9.315627E-04  3.863420E-04  2.253194E-04  5.717689E+02
-8.101619E-06  5.412998E-06  9.471994E-06  5.797200E+02
1.874538E-05  1.834695E-05  -7.193097E-08  5.876711E+02
2.120946E-05  -1.030408E-05  -6.836373E-06  6.008196E+02
3.973839E-05  1.017951E-05  2.718764E-05  6.221219E+02
