# HSM/GeV  HNSM/GeV  HS/GeV  T/GeV
2.205122E+02  1.611415E+02  -2.877876E+02  0.000000E+00
2.205123E+02  1.611414E+02  -2.877873E+02  1.000000E+00
2.205109E+02  1.611393E+02  -2.877836E+02  3.500000E+00
2.205030E+02  1.611312E+02  -2.877760E+02  6.000000E+00
2.204987E+02  1.611264E+02  -2.877702E+02  7.340750E+00
2.204989E+02  1.611245E+02  -2.877631E+02  8.681500E+00
2.204964E+02  1.611203E+02  -2.877552E+02  9.950553E+00
2.204942E+02  1.611169E+02  -2.877492E+02  1.076538E+01
2.204911E+02  1.611123E+02  -2.877409E+02  1.158021E+01
2.204852E+02  1.611036E+02  -2.877253E+02  1.289823E+01
2.204791E+02  1.610945E+02  -2.877095E+02  1.405685E+01
2.204726E+02  1.610850E+02  -2.876931E+02  1.511305E+01
2.204657E+02  1.610750E+02  -2.876759E+02  1.609182E+01
2.204586E+02  1.610647E+02  -2.876583E+02  1.699725E+01
2.204509E+02  1.610537E+02  -2.876396E+02  1.786280E+01
2.204431E+02  1.610425E+02  -2.876206E+02  1.866980E+01
2.204348E+02  1.610306E+02  -2.876005E+02  1.944632E+01
2.204263E+02  1.610184E+02  -2.875801E+02  2.017860E+01
2.204173E+02  1.610057E+02  -2.875588E+02  2.088590E+01
2.204077E+02  1.609921E+02  -2.875363E+02  2.157781E+01
2.203980E+02  1.609783E+02  -2.875134E+02  2.223357E+01
2.203877E+02  1.609639E+02  -2.874895E+02  2.287228E+01
2.203772E+02  1.609491E+02  -2.874651E+02  2.348601E+01
2.203659E+02  1.609334E+02  -2.874394E+02  2.409348E+01
2.203543E+02  1.609172E+02  -2.874127E+02  2.468163E+01
2.203425E+02  1.609007E+02  -2.873859E+02  2.524443E+01
2.203301E+02  1.608836E+02  -2.873580E+02  2.579697E+01
2.203172E+02  1.608658E+02  -2.873290E+02  2.633974E+01
2.203040E+02  1.608476E+02  -2.872995E+02  2.686561E+01
2.202900E+02  1.608284E+02  -2.872685E+02  2.738916E+01
2.202758E+02  1.608089E+02  -2.872370E+02  2.789793E+01
2.202609E+02  1.607886E+02  -2.872043E+02  2.839943E+01
2.202459E+02  1.607681E+02  -2.871715E+02  2.888022E+01
2.202305E+02  1.607472E+02  -2.871379E+02  2.935083E+01
2.202138E+02  1.607245E+02  -2.871017E+02  2.983774E+01
2.201975E+02  1.607024E+02  -2.870664E+02  3.029212E+01
2.201803E+02  1.606792E+02  -2.870296E+02  3.074794E+01
2.201627E+02  1.606555E+02  -2.869919E+02  3.119551E+01
2.201444E+02  1.606309E+02  -2.869530E+02  3.164068E+01
2.201260E+02  1.606063E+02  -2.869140E+02  3.206988E+01
2.201072E+02  1.605811E+02  -2.868743E+02  3.249100E+01
2.200877E+02  1.605552E+02  -2.868335E+02  3.290947E+01
2.200676E+02  1.605284E+02  -2.867914E+02  3.332570E+01
2.200479E+02  1.605022E+02  -2.867502E+02  3.372000E+01
2.200267E+02  1.604742E+02  -2.867064E+02  3.412656E+01
2.200055E+02  1.604462E+02  -2.866624E+02  3.452000E+01
2.199838E+02  1.604174E+02  -2.866176E+02  3.491033E+01
2.199619E+02  1.603885E+02  -2.865725E+02  3.528975E+01
2.199397E+02  1.603594E+02  -2.865272E+02  3.566097E+01
2.199167E+02  1.603292E+02  -2.864802E+02  3.603446E+01
2.198917E+02  1.602965E+02  -2.864295E+02  3.642627E+01
2.198681E+02  1.602655E+02  -2.863817E+02  3.678571E+01
2.198430E+02  1.602327E+02  -2.863309E+02  3.715624E+01
2.198178E+02  1.601999E+02  -2.862803E+02  3.751617E+01
2.197934E+02  1.601682E+02  -2.862313E+02  3.785521E+01
2.197664E+02  1.601330E+02  -2.861771E+02  3.822096E+01
2.197394E+02  1.600981E+02  -2.861234E+02  3.857488E+01
2.197125E+02  1.600632E+02  -2.860698E+02  3.891878E+01
2.196838E+02  1.600261E+02  -2.860129E+02  3.927460E+01
2.196552E+02  1.599891E+02  -2.859562E+02  3.962021E+01
2.196263E+02  1.599519E+02  -2.858994E+02  3.995935E+01
2.195958E+02  1.599126E+02  -2.858393E+02  4.030927E+01
2.195675E+02  1.598762E+02  -2.857837E+02  4.062523E+01
2.195378E+02  1.598380E+02  -2.857255E+02  4.094936E+01
2.195073E+02  1.597990E+02  -2.856660E+02  4.127373E+01
2.194790E+02  1.597627E+02  -2.856109E+02  4.156752E+01
2.194498E+02  1.597253E+02  -2.855540E+02  4.186521E+01
2.194180E+02  1.596847E+02  -2.854923E+02  4.218156E+01
2.193846E+02  1.596420E+02  -2.854275E+02  4.250683E+01
2.193533E+02  1.596022E+02  -2.853673E+02  4.280352E+01
2.193208E+02  1.595608E+02  -2.853045E+02  4.310634E+01
2.192863E+02  1.595169E+02  -2.852383E+02  4.341998E+01
2.192528E+02  1.594744E+02  -2.851739E+02  4.371850E+01
2.192204E+02  1.594332E+02  -2.851118E+02  4.400195E+01
2.191838E+02  1.593869E+02  -2.850419E+02  4.431459E+01
2.191491E+02  1.593429E+02  -2.849756E+02  4.460567E+01
2.191140E+02  1.592984E+02  -2.849087E+02  4.489451E+01
2.190767E+02  1.592514E+02  -2.848379E+02  4.519485E+01
2.190406E+02  1.592057E+02  -2.847692E+02  4.548033E+01
2.190063E+02  1.591624E+02  -2.847042E+02  4.574672E+01
2.189675E+02  1.591135E+02  -2.846308E+02  4.604225E+01
2.189280E+02  1.590638E+02  -2.845562E+02  4.633704E+01
2.188896E+02  1.590155E+02  -2.844838E+02  4.661901E+01
2.188486E+02  1.589640E+02  -2.844066E+02  4.691403E+01
2.188101E+02  1.589157E+02  -2.843344E+02  4.718558E+01
2.187689E+02  1.588641E+02  -2.842572E+02  4.747148E+01
2.187259E+02  1.588102E+02  -2.841767E+02  4.776453E+01
2.186853E+02  1.587593E+02  -2.841007E+02  4.803669E+01
2.186446E+02  1.587084E+02  -2.840247E+02  4.830483E+01
2.186045E+02  1.586583E+02  -2.839500E+02  4.856459E+01
2.185626E+02  1.586059E+02  -2.838718E+02  4.883183E+01
