# HSM/GeV  HNSM/GeV  HS/GeV  T/GeV
2.990408E-02  3.277210E-04  -1.048976E+03  1.564324E+02
2.962327E-02  3.184445E-04  -1.048971E+03  1.564375E+02
3.103484E-02  3.479321E-04  -1.048950E+03  1.564582E+02
3.037467E-02  3.236030E-04  -1.048940E+03  1.564678E+02
2.782416E-02  3.120190E-04  -1.048930E+03  1.564774E+02
2.290750E-02  2.502215E-04  -1.048919E+03  1.564882E+02
2.141968E-02  2.443969E-04  -1.048908E+03  1.564989E+02
1.825727E-02  2.031182E-04  -1.048885E+03  1.565206E+02
1.724223E-02  1.844613E-04  -1.048875E+03  1.565303E+02
1.887654E-02  2.130472E-04  -1.048865E+03  1.565400E+02
1.867891E-02  2.205804E-04  -1.048845E+03  1.565600E+02
2.322470E-02  2.555957E-04  -1.048824E+03  1.565803E+02
2.269670E-02  2.609441E-04  -1.048801E+03  1.566021E+02
2.377543E-02  2.639700E-04  -1.048790E+03  1.566133E+02
2.201693E-02  2.537776E-04  -1.048778E+03  1.566245E+02
2.141191E-02  2.389871E-04  -1.048767E+03  1.566355E+02
1.934073E-02  2.257969E-04  -1.048756E+03  1.566465E+02
1.636083E-02  1.855672E-04  -1.048734E+03  1.566676E+02
1.598883E-02  1.881702E-04  -1.048711E+03  1.566891E+02
1.604066E-02  1.812929E-04  -1.048690E+03  1.567103E+02
1.329866E-02  1.598560E-04  -1.048669E+03  1.567302E+02
1.484321E-02  1.683487E-04  -1.048651E+03  1.567472E+02
9.043855E-03  9.701965E-05  -1.048631E+03  1.567669E+02
7.241470E-03  8.427617E-05  -1.048611E+03  1.567862E+02
1.096935E-02  1.203387E-04  -1.048588E+03  1.568080E+02
1.208943E-02  1.394685E-04  -1.048566E+03  1.568297E+02
1.427801E-02  1.687548E-04  -1.048545E+03  1.568502E+02
1.276977E-02  1.456825E-04  -1.048523E+03  1.568713E+02
1.332647E-02  1.569696E-04  -1.048500E+03  1.568930E+02
1.263714E-02  1.433466E-04  -1.048478E+03  1.569147E+02
1.046948E-02  1.257075E-04  -1.048455E+03  1.569366E+02
9.957294E-03  1.152427E-04  -1.048433E+03  1.569575E+02
6.229290E-03  7.232378E-05  -1.048410E+03  1.569798E+02
2.953670E-03  3.449323E-05  -1.048387E+03  1.570017E+02
1.003144E-03  1.260097E-05  -1.048362E+03  1.570267E+02
-1.978826E-04  -1.002805E-06  -1.048336E+03  1.570517E+02
-1.398693E-03  -1.409796E-05  -1.048309E+03  1.570767E+02
-1.635514E-03  -1.707970E-05  -1.048283E+03  1.571017E+02
-2.483308E-03  -2.511376E-05  -1.048261E+03  1.571236E+02
-1.455800E-04  -2.043950E-07  -1.048239E+03  1.571445E+02
8.056160E-04  9.171565E-06  -1.048216E+03  1.571663E+02
-3.404189E-04  -3.113763E-06  -1.048194E+03  1.571880E+02
1.714252E-04  2.254401E-06  -1.048171E+03  1.572098E+02
