# HSM/GeV  HNSM/GeV  HS/GeV  T/GeV
1.066659E-04  -2.015131E-05  7.364362E+02  0.000000E+00
1.051297E-04  -2.056863E-05  7.364290E+02  1.000000E+00
1.106975E-04  -1.955641E-05  7.364230E+02  1.347134E+00
1.096797E-04  -2.040607E-05  7.364151E+02  1.694268E+00
1.138213E-04  -1.990084E-05  7.364094E+02  1.915848E+00
1.114184E-04  -2.077539E-05  7.364029E+02  2.137428E+00
1.152242E-04  -2.033157E-05  7.363914E+02  2.479251E+00
1.122418E-04  -2.107929E-05  7.363799E+02  2.776835E+00
1.159772E-04  -2.177103E-05  7.363688E+02  3.035839E+00
1.138923E-04  -2.249269E-05  7.363582E+02  3.269166E+00
1.175710E-04  -2.209366E-05  7.363474E+02  3.488525E+00
1.155526E-04  -2.286003E-05  7.363367E+02  3.692745E+00
1.136583E-04  -2.359366E-05  7.363263E+02  3.882868E+00
1.182308E-04  -2.308476E-05  7.363156E+02  4.065655E+00
1.219802E-04  -2.268732E-05  7.363054E+02  4.236141E+00
1.260830E-04  -2.344871E-05  7.362947E+02  4.403807E+00
1.301644E-04  -2.307709E-05  7.362845E+02  4.560430E+00
1.279029E-04  -2.384855E-05  7.362741E+02  4.714081E+00
1.321622E-04  -2.344449E-05  7.362638E+02  4.862380E+00
1.300200E-04  -2.423330E-05  7.362534E+02  5.005825E+00
1.280899E-04  -2.499314E-05  7.362433E+02  5.143438E+00
1.322240E-04  -2.460641E-05  7.362330E+02  5.279873E+00
1.300141E-04  -2.539404E-05  7.362225E+02  5.412774E+00
1.281444E-04  -2.620172E-05  7.362125E+02  5.539145E+00
1.258067E-04  -2.706748E-05  7.362019E+02  5.665321E+00
1.297359E-04  -2.665417E-05  7.361921E+02  5.784880E+00
1.276949E-04  -2.746581E-05  7.361818E+02  5.906006E+00
1.256418E-04  -2.834888E-05  7.361715E+02  6.023784E+00
1.296465E-04  -2.791479E-05  7.361614E+02  6.138022E+00
1.279041E-04  -2.882075E-05  7.361512E+02  6.251129E+00
1.259612E-04  -2.978348E-05  7.361408E+02  6.362103E+00
1.299841E-04  -2.929200E-05  7.361308E+02  6.469004E+00
1.280966E-04  -3.015084E-05  7.361207E+02  6.576066E+00
1.262536E-04  -3.110979E-05  7.361106E+02  6.681431E+00
1.303925E-04  -3.061339E-05  7.361002E+02  6.786649E+00
1.344413E-04  -3.018198E-05  7.360901E+02  6.887244E+00
1.326089E-04  -3.110824E-05  7.360799E+02  6.987351E+00
1.309397E-04  -3.206420E-05  7.360700E+02  7.085358E+00
1.353754E-04  -3.304061E-05  7.360595E+02  7.184383E+00
1.331018E-04  -3.411240E-05  7.360497E+02  7.278252E+00
1.307893E-04  -3.522344E-05  7.360393E+02  7.374911E+00
1.349168E-04  -3.468181E-05  7.360293E+02  7.467489E+00
1.398003E-04  -3.397200E-05  7.360191E+02  7.559801E+00
1.443219E-04  -3.364817E-05  7.360090E+02  7.650696E+00
1.488388E-04  -3.311619E-05  7.359991E+02  7.740208E+00
1.534717E-04  -3.257781E-05  7.359886E+02  7.831104E+00
1.584569E-04  -3.201772E-05  7.359786E+02  7.918022E+00
1.635387E-04  -3.147485E-05  7.359686E+02  8.004284E+00
1.609280E-04  -3.253669E-05  7.359584E+02  8.091167E+00
1.583246E-04  -3.357359E-05  7.359482E+02  8.176214E+00
1.558037E-04  -3.463471E-05  7.359383E+02  8.259545E+00
1.608934E-04  -3.409340E-05  7.359281E+02  8.343696E+00
1.661459E-04  -3.352561E-05  7.359178E+02  8.426828E+00
1.713833E-04  -3.300146E-05  7.359078E+02  8.507190E+00
1.686765E-04  -3.406123E-05  7.358977E+02  8.588072E+00
1.652823E-04  -3.522067E-05  7.358877E+02  8.668029E+00
1.627798E-04  -3.636149E-05  7.358776E+02  8.748105E+00
1.602152E-04  -3.755111E-05  7.358674E+02  8.827382E+00
1.653622E-04  -3.696842E-05  7.358572E+02  8.905382E+00
1.705495E-04  -3.643994E-05  7.358472E+02  8.981987E+00
1.679657E-04  -3.764745E-05  7.358370E+02  9.058596E+00
1.733153E-04  -3.894610E-05  7.358272E+02  9.133364E+00
1.793045E-04  -3.832723E-05  7.358170E+02  9.210182E+00
1.843487E-04  -3.779431E-05  7.358067E+02  9.285356E+00
1.905984E-04  -3.726718E-05  7.357967E+02  9.358439E+00
1.875410E-04  -3.846848E-05  7.357865E+02  9.432229E+00
1.847383E-04  -3.974524E-05  7.357765E+02  9.504317E+00
1.820557E-04  -4.098787E-05  7.357664E+02  9.576629E+00
1.877280E-04  -4.039659E-05  7.357563E+02  9.648371E+00
1.938412E-04  -3.966297E-05  7.357462E+02  9.719462E+00
1.911102E-04  -4.088581E-05  7.357361E+02  9.789860E+00
1.966119E-04  -4.027370E-05  7.357261E+02  9.859884E+00
1.933386E-04  -4.160773E-05  7.357158E+02  9.930250E+00
1.902753E-04  -4.295031E-05  7.357059E+02  9.998833E+00
1.873730E-04  -4.430599E-05  7.356956E+02  1.006802E+01
1.845071E-04  -4.569046E-05  7.356857E+02  1.013558E+01
