# HSM/GeV  HNSM/GeV  HS/GeV  T/GeV
-2.462479E-03  -8.292832E-04  -5.520829E-04  9.611238E+01
-2.380157E-03  -8.018440E-04  -5.521285E-04  9.612658E+01
-1.600047E-03  -5.418664E-04  -5.587832E-04  9.635383E+01
-9.077300E-04  -3.109354E-04  -5.786731E-04  9.817183E+01
-5.399153E-04  -1.881783E-04  -5.872251E-04  1.018078E+02
2.173218E-05  8.600621E-06  -2.607589E-05  1.163518E+02
2.292827E-05  9.363068E-06  -2.801590E-05  1.164518E+02
2.515923E-05  1.012552E-05  -2.995591E-05  1.165518E+02
-5.514117E-04  -1.850976E-04  5.741700E-05  1.456897E+02
2.032063E-03  6.991414E-04  -8.810408E-04  1.821122E+02
4.881732E-03  1.608941E-03  3.422051E-03  2.276402E+02
2.339440E-05  1.805435E-04  -2.895701E-03  2.845503E+02
-1.037245E-03  -4.389926E-04  -2.051490E-05  3.556879E+02
-3.035646E-05  -6.323278E-05  -3.870476E-04  4.446098E+02
2.612243E-05  4.047979E-05  3.246563E-04  5.001860E+02
1.146203E-04  1.860964E-04  5.534451E-04  5.557623E+02
9.750706E-03  -2.699543E-03  1.973250E-02  5.904974E+02
-2.442439E-04  -1.332684E-04  1.314016E-04  6.252326E+02
1.397866E-04  -2.561258E-04  1.329221E-04  6.641233E+02
-2.430731E-06  -1.221617E-03  -1.064824E-04  7.030139E+02
3.743560E-04  2.433544E-04  -1.445545E-04  7.673951E+02
3.002376E-04  9.524687E-05  2.819233E-04  8.304490E+02
2.421165E-04  4.481490E-05  5.948586E-04  8.615656E+02
-4.993164E-05  5.394867E-05  -4.280733E-04  8.926822E+02
-1.079880E-04  3.157304E-04  -2.077801E-05  9.233263E+02
-3.504930E-05  -1.269358E-04  -3.570186E-04  9.501150E+02
-1.906689E-05  -6.823482E-05  1.106228E-04  9.770792E+02
-9.024856E-05  5.216076E-04  1.715046E-04  9.919472E+02
-9.408075E-05  2.707370E-03  -9.589370E-05  1.000000E+03
